"","name","type","count","clay","wall","grass","indoor","lights","proshop","latitude","longitude"
"1776","Evergreen Middle School","Public",6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47.9280614,-122.2275352
"1777","Concepts 21","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.9489849,-84.2552876
"1778","Summit Portofino","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,26.0088898,-80.2917552
"1779","Rugel School Park","Public",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,32.7854075,-96.6393042
"1780","The Davenport","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32.9458145,-96.8195486
"1781","Miami Bay Club","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25.8138385,-80.1859474
"1782","Epemrnay","Homeowners Community",3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,29.7561812,-95.5853999
"1783","Bristol Eastern High School","Public",6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.6853082,-72.9199505
"1784","Ossian Hall Park","Public",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,38.825101,-77.210302
"1785","River Chase","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,28.030139,-82.377516
"1786","Regency Oaks","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,28.6507125,-81.3329029
"1787","Vizcaya Condominiums","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.4411808,-81.4883047
"1788","Red Horse Park","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.5561557,-98.2982183
"1789","Texas School for the Deaf","Public",4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,30.2516811,-97.753129
"1790","Anchor Bay High School","Public",8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.7092474,-82.7281076
"1791","Lake Hiawatha Park","Public",4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,44.9247979,-93.234202
"1792","Sun Valley High School","Public",5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.8589241,-75.414952
"1793","Kavanagh Park","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.284724,-72.384538
"1794","Beach Haven Public Tennis Courts","Public",7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,39.5609214,-74.243137
"1795","Centennial Lakes","Homeowners Community",6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,34.0857648,-84.6259475
"1796","Goochland Elementary School","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37.6971072,-77.8890109
"1797","Fairview Park","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,34.1235736,-84.077543
"1798","Northshore at Golf Club of Georgia","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,34.0829569,-84.2209983
"1799","John F. Kennedy High School","Public",8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.2085976,-83.2614756
"1800","Treymoore","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,34.0146589,-84.6590459
"1801","Lenox Township Park","Public",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,42.7720086,-82.756193
"1802","Stony Brook Middle School","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.6076453,-71.4565372
"1803","Benjamin Hill Park","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.5591103,-71.6490769
"1804","Prince Hill Park","Public",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,41.7921846,-71.9437015
"1805","Kincaid Park","Public",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.2402739,-71.0132325
"1806","Francis William Park","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.1555935,-71.2146127
"1807","Portland State University - Peter W. Stott Center","Public",4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,45.5108958,-122.6865363
"1808","The Beeches","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.4154246,-76.5680444
"1809","Willowbrook Apartments","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.6693439,-111.8493712
"1810","Century Hills","Homeowners Community",6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,41.6349226,-72.6860189
"1811","Glenn High School","Public",6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,36.069038,-80.1153088
"1812","Northern Valley Regional High School at Old Tappan","Public",10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.0116895,-73.9801204
"1813","Paul Korlesky Park","Public",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,40.6900185,-74.2298555
"1814","Pomona High School","Public",7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34.0855516,-117.7386868
"1815","Camden Passage","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,39.2101273,-94.6330547
"1816","Sunscape Condominiums","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,34.1339289,-117.6101983
"1817","Twin Lakes Condominiums","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,42.0129372,-70.8328378
"1818","Sidney Peixotto Playground","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37.7657363,-122.4379814
"1819","Vallejo High School","Public",6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38.1161406,-122.2436285
"1820","Lake Stevens High School","Public",8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,48.0220583,-122.077471
"1821","Huntington Square","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,38.6897138,-121.2932146
"1822","Kerr Park","Public",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,32.923321,-96.8457699
"1823","Glen Eagles","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25.934476,-80.3110886
"1824","Fairway On The Park","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,32.8363366,-97.2612762
"1825","Royal Palm Place Hammocks","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25.6685089,-80.4513896
"1826","Sundance Park","Public",2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,30.2106718,-95.5530846
"1827","Ash Creek","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,29.9441045,-95.4993761
"1828","Malcolm King Park","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.1212503,-77.20671
"1829","Hillsdale Park","Public",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,40.7017157,-111.9671202
"1830","Royal Oak Estates","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,28.6557872,-81.4911264
"1831","Oak Creek High School","Public",9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,42.8892972,-87.904089
"1832","Arquilla Park","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.5509005,-87.62732
"1833","Voorhees Regional High School","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.6956884,-74.883649
"1834","Great Neck Middle School","Public",4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,36.8982927,-76.057266
"1835","Lang Weber Playground","Public",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.9200485,-78.803966
"1836","Imperial House Condominium","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,41.057916,-73.5349488
"1837","Walden Subdivision","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.5119416,-87.0491087
"1838","Adlai Stevenson Middle School","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.2944689,-83.4195435
"1839","Highland Heights","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.8809711,-84.2672503
"1840","Sycamore Hills Recreation Area","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.7741682,-72.8646004
"1841","The Orchards","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.904897,-74.9334633
"1842","Coy Tennis Courts","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.1335473,-84.5237231
"1843","Georgetown Condominium","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,42.0655112,-72.5525951
"1844","Marina Shores Waterfront Apartments","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,35.4848203,-80.8852422
"1845","Burgis Park","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.8808936,-85.6383204
"1846","Holly Oaks Park","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.0344411,-74.2603362
"1847","Sedonia Ridge","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.3467428,-111.9787395
"1848","Turtle Rock Community Park","Public",4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.6327817,-117.8040683
"1849","Grass Lawn Park","Public",6,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,47.6694407,-122.1449339
"1850","Summerset at Brentwood II","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,37.9206302,-121.7297924
"1851","Golden Eagle Estates","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37.6452793,-121.9017756
"1852","Towers at Costa Verde","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,32.8700268,-117.2159564
"1853","Cobblefield","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.9928562,-73.7350631
"1854","Honeytree","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35.8392118,-78.5722339
"1855","Laurel Trace","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,35.9609438,-78.968761
"1856","Mission Bend South","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,29.6996748,-95.6743205
"1857","Spring Meadow","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,28.3084046,-81.4134765
"1858","Legend Oaks","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30.2214449,-97.8697836
"1859","Granbery School","Public",3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36.0451932,-86.753287
"1860","Owens Field","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.6982058,-75.120177
"1861","McClain Park","Public",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.2910243,-72.940142
"1862","CU Boulder South Campus Tennis Complex","Public",12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.9803757,-105.23581
"1863","Oceanview Terrace","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.3948605,-73.9831674
"1864","National Park","Public",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.050631,-87.804332
"1865","Northport High School","Public",6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40.8785345,-73.34111
"1866","Hendrickson Park","Public",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.2510562,-87.827349
"1867","Hopeguard Apartments","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.5693528,-73.8009918
"1868","Roseland Green","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.827969,-74.305923
"1869","Chandler Park on the River","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.978661,-84.0224826
"1870","Southgate Apartments","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44.8563251,-93.2595813
"1871","Beecher Community School District","Public",4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,43.0918207,-83.6973426
"1872","Leicester Middle School","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.2504718,-71.9056356
